venue,year,identifier,heading,title,authors,page_range,length,electronic_edition,comment
ICSE,2016,conf/icse/icse2016,Program analysis,Nomen est omen: exploring and exploiting similarities between argument and parameter names.,Hui Liu; Qiurong Liu; Cristian-Alexandru Staicu; Michael Pradel; Yue Luo,1063-1073,11,https://doi.org/10.1145/2884781.2884841,
ICSE,2016,conf/icse/icse2016,Program analysis,Floating-point precision tuning using blame analysis.,Cindy Rubio-González; Cuong Nguyen; Benjamin Mehne; Koushik Sen; James Demmel; William Kahan; Costin Iancu; Wim Lavrijsen; David H. Bailey; David Hough,1074-1085,12,https://doi.org/10.1145/2884781.2884850,
ICSE,2016,conf/icse/icse2016,Program analysis,Crowdsourcing program preconditions via a classification game.,Daniel Fava; Dan Shapiro; Joseph C. Osborn; Martin Schäf; E. James Whitehead Jr.,1086-1096,11,https://doi.org/10.1145/2884781.2884865,
ICSE,2016,conf/icse/icse2016,Concurrency,Scalable thread sharing analysis.,Jeff Huang,1097-1108,12,https://doi.org/10.1145/2884781.2884811,
ICSE,2016,conf/icse/icse2016,Concurrency,Fixing deadlocks via lock pre-acquisitions.,Yan Cai; Lingwei Cao,1109-1120,12,https://doi.org/10.1145/2884781.2884819,
ICSE,2016,conf/icse/icse2016,Concurrency,Coverage-driven test code generation for concurrent classes.,Valerio Terragni; Shing-Chi Cheung,1121-1132,12,https://doi.org/10.1145/2884781.2884876,
ICSE,2016,conf/icse/icse2016,Concurrency,Locking discipline inference and checking.,Michael D. Ernst; Alberto Lovato; Damiano Macedonio; Fausto Spoto; Javier Thaine,1133-1144,12,https://doi.org/10.1145/2884781.2884882,
ICSE,2016,conf/icse/icse2016,Maintenance,Improving refactoring speed by 10X.,Jongwook Kim; Don S. Batory; Danny Dig; Maider Azanza,1145-1156,12,https://doi.org/10.1145/2884781.2884802,
ICSE,2016,conf/icse/icse2016,Maintenance,SourcererCC: scaling code clone detection to big-code.,Hitesh Sajnani; Vaibhav Saini; Jeffrey Svajlenko; Chanchal K. Roy; Cristina V. Lopes,1157-1168,12,https://doi.org/10.1145/2884781.2884877,
ICSE,2016,conf/icse/icse2016,Maintenance,Understanding asynchronous interactions in full-stack JavaScript.,Saba Alimadadi; Ali Mesbah; Karthik Pattabiraman,1169-1180,12,https://doi.org/10.1145/2884781.2884864,
ICSE,2016,conf/icse/icse2016,Maintenance,Shadow of a doubt: testing for divergences between software versions.,Hristina Palikareva; Tomasz Kuchta; Cristian Cadar,1181-1192,12,https://doi.org/10.1145/2884781.2884845,
ICSE,2017,conf/icse/icse2017,"Research track:
Traceability",Semantically enhanced software traceability using deep learning techniques.,Jin Guo; Jinghui Cheng; Jane Cleland-Huang,3-14,12,https://doi.org/10.1109/ICSE.2017.9,
ICSE,2017,conf/icse/icse2017,"Research track:
Traceability",Can latent topics in source code predict missing architectural tactics?,Raghuram Gopalakrishnan; Palak Sharma; Mehdi Mirakhorli; Matthias Galster,15-26,12,https://doi.org/10.1109/ICSE.2017.10,
ICSE,2017,conf/icse/icse2017,"Research track:
Documentation",Analyzing APIs documentation and code to detect directive defects.,Yu Zhou; Ruihang Gu; Taolue Chen; Zhiqiu Huang; Sebastiano Panichella; Harald C. Gall,27-37,11,https://doi.org/10.1109/ICSE.2017.11,
ICSE,2017,conf/icse/icse2017,"Research track:
Documentation",An unsupervised approach for discovering relevant tutorial fragments for APIs.,He Jiang; Jingxuan Zhang; Zhilei Ren; Tao Zhang,38-48,11,https://doi.org/10.1109/ICSE.2017.12,
ICSE,2017,conf/icse/icse2017,"Research track:
Documentation",Detecting user story information in developer-client conversations to generate extractive summaries.,Paige Rodeghero; Siyuan Jiang; Ameer Armaly; Collin McMillan,49-59,11,https://doi.org/10.1109/ICSE.2017.13,
ICSE,2017,conf/icse/icse2017,"Research track:
Refactoring",Clone refactoring with lambda expressions.,Nikolaos Tsantalis; Davood Mazinanian; Shahriar Rostami,60-70,11,https://doi.org/10.1109/ICSE.2017.14,
ICSE,2017,conf/icse/icse2017,"Research track:
Refactoring",Characterizing and detecting anti-patterns in the logging code.,Boyuan Chen; Zhen Ming (Jack) Jiang,71-81,11,https://doi.org/10.1109/ICSE.2017.15,
ICSE,2017,conf/icse/icse2017,"Research track:
Refactoring",Automated refactoring of legacy Java software to default methods.,Raffi Khatchadourian; Hidehiko Masuhara,82-93,12,https://doi.org/10.1109/ICSE.2017.16,
ICSE,2017,conf/icse/icse2017,"Research track:
Recommendation systems",Supporting software developers with a holistic recommender system.,Luca Ponzanelli; Simone Scalabrino; Gabriele Bavota; Andrea Mocci; Rocco Oliveto; Massimiliano Di Penta; Michele Lanza,94-105,12,https://doi.org/10.1109/ICSE.2017.17,
ICSE,2017,conf/icse/icse2017,"Research track:
Recommendation systems",Recommending and localizing change requests for mobile apps based on user reviews.,Fabio Palomba; Pasquale Salza; Adelina Ciurumelea; Sebastiano Panichella; Harald C. Gall; Filomena Ferrucci; Andrea De Lucia,106-117,12,https://doi.org/10.1109/ICSE.2017.18,
ICSE,2017,conf/icse/icse2017,"Research track:
Recommendation systems",Machine learning-based detection of open source license exceptions.,Christopher Vendome; Mario Linares Vásquez; Gabriele Bavota; Massimiliano Di Penta; Daniel M. Germán; Denys Poshyvanyk,118-129,12,https://doi.org/10.1109/ICSE.2017.19,
ICSE,2017,conf/icse/icse2017,"Research track:
Software process",Software development waste.,Todd Sedano; Paul Ralph; Cécile Péraire,130-140,11,https://doi.org/10.1109/ICSE.2017.20,
ICSE,2017,conf/icse/icse2017,"Research track:
Software process",Becoming agile: a grounded theory of agile transitions in practice.,Rashina Hoda; James Noble,141-151,11,https://doi.org/10.1109/ICSE.2017.21,
ICSE,2017,conf/icse/icse2017,"Research track:
Software process",From diversity by numbers to diversity as process: supporting inclusiveness in software development teams with brainstorming.,Anna Filippova; Erik H. Trainer; James D. Herbsleb,152-163,12,https://doi.org/10.1109/ICSE.2017.22,
ICSE,2017,conf/icse/icse2017,"Research track:
Studies of software developers",Classifying developers into core and peripheral: an empirical study on count and network metrics.,Mitchell Joblin; Sven Apel; Claus Hunsen; Wolfgang Mauerer,164-174,11,https://doi.org/10.1109/ICSE.2017.23,
ICSE,2017,conf/icse/icse2017,"Research track:
Studies of software developers",Decoding the representation of code in the brain: an fMRI study of code review and expertise.,Benjamin Floyd; Tyler Santander; Westley Weimer,175-186,12,https://doi.org/10.1109/ICSE.2017.24,
ICSE,2017,conf/icse/icse2017,"Research track:
Studies of software developers","Understanding the impressions, motivations, and barriers of one time code contributors to FLOSS projects: a survey.",Amanda Lee; Jeffrey C. Carver; Amiangshu Bosu,187-197,11,https://doi.org/10.1109/ICSE.2017.25,
ICSE,2017,conf/icse/icse2017,"Research track:
Search-based software engineering",Search-driven string constraint solving for vulnerability detection.,Julian Thomé; Lwin Khin Shar; Domenico Bianculli; Lionel C. Briand,198-208,11,https://doi.org/10.1109/ICSE.2017.26,
ICSE,2017,conf/icse/icse2017,"Research track:
Search-based software engineering",A guided genetic algorithm for automated crash reproduction.,Mozhan Soltani; Annibale Panichella; Arie van Deursen,209-220,12,https://doi.org/10.1109/ICSE.2017.27,
ICSE,2017,conf/icse/icse2017,"Research track:
Search-based software engineering",Stochastic optimization of program obfuscation.,Han Liu; Chengnian Sun; Zhendong Su; Yu Jiang; Ming Gu; Jiaguang Sun,221-231,11,https://doi.org/10.1109/ICSE.2017.28,
ICSE,2017,conf/icse/icse2017,"Research track:
Web applications",ZenIDS: introspective intrusion detection for PHP applications.,Byron Hawkins; Brian Demsky,232-243,12,https://doi.org/10.1109/ICSE.2017.29,
ICSE,2017,conf/icse/icse2017,"Research track:
Web applications",Statically checking web API requests in JavaScript.,Erik Wittern; Annie T. T. Ying; Yunhui Zheng; Julian Dolby; Jim Alain Laredo,244-254,11,https://doi.org/10.1109/ICSE.2017.30,
ICSE,2017,conf/icse/icse2017,"Research track:
Web applications",On cross-stack configuration errors.,Mohammed Sayagh; Noureddine Kerzazi; Bram Adams,255-265,11,https://doi.org/10.1109/ICSE.2017.31,
ICSE,2017,conf/icse/icse2017,"Research track:
Concurrency",Efficient detection of thread safety violations via coverage-guided generation of concurrent tests.,Ankit Choudhary; Shan Lu; Michael Pradel,266-277,12,https://doi.org/10.1109/ICSE.2017.32,
ICSE,2017,conf/icse/icse2017,"Research track:
Concurrency",RClassify: classifying race conditions in web applications via deterministic replay.,Lu Zhang; Chao Wang,278-288,11,https://doi.org/10.1109/ICSE.2017.33,
ICSE,2017,conf/icse/icse2017,"Research track:
Concurrency",Repairing event race errors by controlling nondeterminism.,Christoffer Quist Adamsen; Anders Møller; Rezwana Karim; Manu Sridharan; Frank Tip; Koushik Sen,289-299,11,https://doi.org/10.1109/ICSE.2017.34,
ICSE,2017,conf/icse/icse2017,"Research track:
Mobile application security",Making malory behave maliciously: targeted fuzzing of android execution environments.,Siegfried Rasthofer; Steven Arzt; Stefan Triller; Michael Pradel,300-311,12,https://doi.org/10.1109/ICSE.2017.35,
ICSE,2017,conf/icse/icse2017,"Research track:
Mobile application security",A ,Youn Kyu Lee; Jae Young Bang; Gholamreza Safi; Arman Shahbazian; Yixue Zhao; Nenad Medvidovic,312-323,12,https://doi.org/10.1109/ICSE.2017.36,
ICSE,2017,conf/icse/icse2017,"Research track:
Mobile application security","An efficient, robust, and scalable approach for analyzing interacting android apps.",Yutaka Tsutano; Shakthi Bachala; Witawas Srisa-an; Gregg Rothermel; Jackson Dinh,324-334,11,https://doi.org/10.1109/ICSE.2017.37,
ICSE,2017,conf/icse/icse2017,"Research track:
Mobile application development",LibD: scalable and precise third-party library detection in android markets.,Menghao Li; Wei Wang; Pei Wang; Shuai Wang; Dinghao Wu; Jian Liu; Rui Xue; Wei Huo,335-346,12,https://doi.org/10.1109/ICSE.2017.38,
ICSE,2017,conf/icse/icse2017,"Research track:
Mobile application development",Analysis and testing of notifications in Android wear applications.,Hailong Zhang; Atanas Rountev,347-357,11,https://doi.org/10.1109/ICSE.2017.39,
ICSE,2017,conf/icse/icse2017,"Research track:
Mobile application development",Adaptive unpacking of Android apps.,Lei Xue; Xiapu Luo; Le Yu; Shuai Wang; Dinghao Wu,358-369,12,https://doi.org/10.1109/ICSE.2017.40,
ICSE,2017,conf/icse/icse2017,"Research track:
Debugging",Performance diagnosis for inefficient loops.,Linhai Song; Shan Lu,370-380,11,https://doi.org/10.1109/ICSE.2017.41,
ICSE,2017,conf/icse/icse2017,"Research track:
Debugging",How do developers fix cross-project correlated bugs?: a case study on the GitHub scientific python ecosystem.,Wanwangying Ma; Lin Chen; Xiangyu Zhang; Yuming Zhou; Baowen Xu,381-392,12,https://doi.org/10.1109/ICSE.2017.42,
ICSE,2017,conf/icse/icse2017,"Research track:
Debugging",Feedback-based debugging.,Yun Lin; Jun Sun; Yinxing Xue; Yang Liu; Jin Song Dong,393-403,11,https://doi.org/10.1109/ICSE.2017.43,
ICSE,2017,conf/icse/icse2017,"Research track:
Program synthesis and repair",Learning syntactic program transformations from examples.,Reudismam Rolim; Gustavo Soares; Loris D'Antoni; Oleksandr Polozov; Sumit Gulwani; Rohit Gheyi; Ryo Suzuki; Björn Hartmann,404-415,12,https://doi.org/10.1109/ICSE.2017.44,
ICSE,2017,conf/icse/icse2017,"Research track:
Program synthesis and repair",Precise condition synthesis for program repair.,Yingfei Xiong; Jie Wang; Runfa Yan; Jiachen Zhang; Shi Han; Gang Huang; Lu Zhang,416-426,11,https://doi.org/10.1109/ICSE.2017.45,
ICSE,2017,conf/icse/icse2017,"Research track:
Program synthesis and repair",Heuristically matching solution spaces of arithmetic formulas to efficiently reuse solutions.,Andrea Aquino; Giovanni Denaro; Mauro Pezzè,427-437,11,https://doi.org/10.1109/ICSE.2017.46,
ICSE,2017,conf/icse/icse2017,"Research track:
Mining software repositories",Exploring API embedding for API usages and applications.,Trong Duc Nguyen; Anh Tuan Nguyen; Hung Dang Phan; Tien N. Nguyen,438-449,12,https://doi.org/10.1109/ICSE.2017.47,
ICSE,2017,conf/icse/icse2017,"Research track:
Mining software repositories",Unsupervised software-specific morphological forms inference from informal discussions.,Chunyang Chen; Zhenchang Xing; Ximing Wang,450-461,12,https://doi.org/10.1109/ICSE.2017.48,
ICSE,2017,conf/icse/icse2017,"Research track:
Program analysis I",SPAIN: security patch analysis for binaries towards understanding the pain and pills.,Zhengzi Xu; Bihuan Chen; Mahinthan Chandramohan; Yang Liu; Fu Song,462-472,11,https://doi.org/10.1109/ICSE.2017.49,
ICSE,2017,conf/icse/icse2017,"Research track:
Program analysis I",Travioli: a dynamic analysis for detecting data-structure traversals.,Rohan Padhye; Koushik Sen,473-483,11,https://doi.org/10.1109/ICSE.2017.50,
ICSE,2017,conf/icse/icse2017,"Research track:
Program analysis I",ProEva: runtime proactive performance evaluation based on continuous-time markov chains.,Guoxin Su; Taolue Chen; Yuan Feng; David S. Rosenblum,484-495,12,https://doi.org/10.1109/ICSE.2017.51,
ICSE,2017,conf/icse/icse2017,"Research track:
Program analysis II",Glacier: transitive class immutability for Java.,Michael J. Coblenz; Whitney Nelson; Jonathan Aldrich; Brad A. Myers; Joshua Sunshine,496-506,11,https://doi.org/10.1109/ICSE.2017.52,
ICSE,2017,conf/icse/icse2017,"Research track:
Program analysis II",Challenges for static analysis of Java reflection: literature review and empirical study.,Davy Landman; Alexander Serebrenik; Jurgen J. Vinju,507-518,12,https://doi.org/10.1109/ICSE.2017.53,
ICSE,2017,conf/icse/icse2017,"Research track:
Program analysis II",Machine-learning-guided selectively unsound static analysis.,Kihong Heo; Hakjoo Oh; Kwangkeun Yi,519-529,11,https://doi.org/10.1109/ICSE.2017.54,
ICSE,2017,conf/icse/icse2017,"Research track:
Security, safety, and privacy",How good is a security policy against real breaches?: a HIPAA case study.,Özgür Kafali; Jasmine Jones; Megan Petruso; Laurie Williams; Munindar P. Singh,530-540,11,https://doi.org/10.1109/ICSE.2017.55,
ICSE,2017,conf/icse/icse2017,"Research track:
Security, safety, and privacy",Adaptive coverage and operational profile-based testing for reliability improvement.,Antonia Bertolino; Breno Miranda; Roberto Pietrantuono; Stefano Russo,541-551,11,https://doi.org/10.1109/ICSE.2017.56,
ICSE,2017,conf/icse/icse2017,"Research track:
Development tools and frameworks",RADAR: a lightweight tool for requirements and architecture decision analysis.,Saheed A. Busari; Emmanuel Letier,552-562,11,https://doi.org/10.1109/ICSE.2017.57,
ICSE,2017,conf/icse/icse2017,"Research track:
Development tools and frameworks",PEoPL: projectional editing of product lines.,Benjamin Behringer; Jochen Palz; Thorsten Berger,563-574,12,https://doi.org/10.1109/ICSE.2017.58,
ICSE,2017,conf/icse/icse2017,"Research track:
Development tools and frameworks",Do developers read compiler error messages?,Titus Barik; Justin Smith; Kevin Lubick; Elisabeth Holmes; Jing Feng; Emerson R. Murphy-Hill; Chris Parnin,575-585,11,https://doi.org/10.1109/ICSE.2017.59,
ICSE,2017,conf/icse/icse2017,"Research track:
Development tools and frameworks",A general framework for dynamic stub injection.,Maria Christakis; Patrick Emmisberger; Patrice Godefroid; Peter Müller,586-596,11,https://doi.org/10.1109/ICSE.2017.60,
ICSE,2017,conf/icse/icse2017,"Research track:
Testing and debugging","An empirical study on mutation, statement and branch coverage fault revelation that avoids the unreliable clean program assumption.",Thierry Titcheu Chekam; Mike Papadakis; Yves Le Traon; Mark Harman,597-608,12,https://doi.org/10.1109/ICSE.2017.61,
ICSE,2017,conf/icse/icse2017,"Research track:
Testing and debugging",Evaluating and improving fault localization.,Spencer Pearson; José Campos; René Just; Gordon Fraser; Rui Abreu; Michael D. Ernst; Deric Pang; Benjamin Keller,609-620,12,https://doi.org/10.1109/ICSE.2017.62,
ICSE,2017,conf/icse/icse2017,"Research track:
Testing I",Syntactic and semantic differencing for combinatorial models of test designs.,Rachel Tzoref-Brill; Shahar Maoz,621-631,11,https://doi.org/10.1109/ICSE.2017.63,
ICSE,2017,conf/icse/icse2017,"Research track:
Testing I",Balancing soundness and efficiency for practical testing of configurable systems.,Sabrina Souto; Marcelo d'Amorim; Rohit Gheyi,632-642,11,https://doi.org/10.1109/ICSE.2017.64,
ICSE,2017,conf/icse/icse2017,"Research track:
Testing I",Automatic text input generation for mobile testing.,Peng Liu; Xiangyu Zhang; Marco Pistoia; Yunhui Zheng; Manoel Marques; Lingfei Zeng,643-653,11,https://doi.org/10.1109/ICSE.2017.65,
ICSE,2017,conf/icse/icse2017,"Research track:
Testing I",A test-suite diagnosability metric for spectrum-based fault localization approaches.,Alexandre Perez; Rui Abreu; Arie van Deursen,654-664,11,https://doi.org/10.1109/ICSE.2017.66,
ICSE,2017,conf/icse/icse2017,"Research track:
Testing II",Automated transplantation and differential testing for clones.,Tianyi Zhang; Miryung Kim,665-676,12,https://doi.org/10.1109/ICSE.2017.67,
ICSE,2017,conf/icse/icse2017,"Research track:
Testing II",Code defenders: crowdsourcing effective tests and subtle mutants with a mutation testing game.,José Miguel Rojas; Thomas D. White; Benjamin S. Clegg; Gordon Fraser,677-688,12,https://doi.org/10.1109/ICSE.2017.68,
ICSE,2017,conf/icse/icse2017,"Research track:
Testing II",Optimizing test placement for module-level regression testing.,August Shi; Suresh Thummalapenta; Shuvendu K. Lahiri; Nikolaj Bjørner; Jacek Czerwonka,689-699,11,https://doi.org/10.1109/ICSE.2017.69,
ICSE,2017,conf/icse/icse2017,"Research track:
Testing II",Learning to prioritize test programs for compiler testing.,Junjie Chen; Yanwei Bai; Dan Hao; Yingfei Xiong; Hongyu Zhang; Bing Xie,700-711,12,https://doi.org/10.1109/ICSE.2017.70,
ICSE,2017,conf/icse/icse2017,"Research track:
Defect prediction",What causes my test alarm?: automatic cause analysis for test alarms in system and integration testing.,He Jiang; Xiaochen Li; Zijiang Yang; Jifeng Xuan,712-723,12,https://doi.org/10.1109/ICSE.2017.71,
ICSE,2017,conf/icse/icse2017,"Research track:
Formal methods",Symbolic model extraction for web application verification.,Ivan Bocic; Tevfik Bultan,724-734,11,https://doi.org/10.1109/ICSE.2017.72,
ICSE,2017,conf/icse/icse2017,"Research track:
Formal methods",UML diagram refinement (focusing on class- and use case diagrams).,David Faitelson; Shmuel S. Tyszberowicz,735-745,11,https://doi.org/10.1109/ICSE.2017.73,
ICSE,2017,conf/icse/icse2017,"Research track:
Software evolution",Fuzzy fine-grained code-history analysis.,Francisco Servant; James A. Jones,746-757,12,https://doi.org/10.1109/ICSE.2017.74,
ICSE,2017,conf/icse/icse2017,"Research track:
Software evolution",To type or not to type: quantifying detectable bugs in JavaScript.,Zheng Gao; Christian Bird; Earl T. Barr,758-769,12,https://doi.org/10.1109/ICSE.2017.75,
ICSE,2017,conf/icse/icse2017,"Research track:
Software evolution",The evolution of continuous experimentation in software product development: from data to a data-driven organization at scale.,Aleksander Fabijan; Pavel Dmitriev; Helena Holmström Olsson; Jan Bosch,770-780,11,https://doi.org/10.1109/ICSE.2017.76,
ICSE,2018,conf/icse/icse2018,Software repair I,Context-aware patch generation for better automated program repair.,Ming Wen; Junjie Chen; Rongxin Wu; Dan Hao; Shing-Chi Cheung,1-11,11,https://doi.org/10.1145/3180155.3180233,
ICSE,2018,conf/icse/icse2018,Software repair I,Towards practical program repair with on-demand candidate generation.,Jinru Hua; Mengshi Zhang; Kaiyuan Wang; Sarfraz Khurshid,12-23,12,https://doi.org/10.1145/3180155.3180245,
ICSE,2018,conf/icse/icse2018,Software repair I,A correlation study between automated program repair and test-suite metrics.,Jooyong Yi; Shin Hwei Tan; Sergey Mechtaev; Marcel Böhme; Abhik Roychoudhury,24,1,https://doi.org/10.1145/3180155.3182517,
ICSE,2018,conf/icse/icse2018,Software repair I,Do automated program repair techniques repair hard and important bugs?,Manish Motwani; Sandhya Sankaranarayanan; René Just; Yuriy Brun,25,1,https://doi.org/10.1145/3180155.3182533,
ICSE,2018,conf/icse/icse2018,Apps and app stores I,Software protection on the go: a large-scale empirical study on mobile app obfuscation.,Pei Wang; Qinkun Bao; Li Wang; Shuai Wang; Zhaofeng Chen; Tao Wei; Dinghao Wu,26-36,11,https://doi.org/10.1145/3180155.3180169,
ICSE,2018,conf/icse/icse2018,Apps and app stores I,GUILeak: tracing privacy policy claims on user input data for Android applications.,Xiaoyin Wang; Xue Qin; Mitra Bokaei Hosseini; Rocky Slavin; Travis D. Breaux; Jianwei Niu,37-47,11,https://doi.org/10.1145/3180155.3180196,
ICSE,2018,conf/icse/icse2018,Apps and app stores I,Online app review analysis for identifying emerging issues.,Cuiyun Gao; Jichuan Zeng; Michael R. Lyu; Irwin King,48-58,11,https://doi.org/10.1145/3180155.3180218,
ICSE,2018,conf/icse/icse2018,Apps and app stores I,EARMO: an energy-aware refactoring approach for mobile apps.,Rodrigo Morales; Rubén Saborido; Foutse Khomh; Francisco Chicano; Giuliano Antoniol,59,1,https://doi.org/10.1145/3180155.3182524,
ICSE,2018,conf/icse/icse2018,Software evolution and maintenance I,Neuro-symbolic program corrector for introductory programming assignments.,Sahil Bhatia; Pushmeet Kohli; Rishabh Singh,60-70,11,https://doi.org/10.1145/3180155.3180219,
ICSE,2018,conf/icse/icse2018,Software evolution and maintenance I,Automated localization for unreproducible builds.,Zhilei Ren; He Jiang; Jifeng Xuan; Zijiang Yang,71-81,11,https://doi.org/10.1145/3180155.3180224,
ICSE,2018,conf/icse/icse2018,Software evolution and maintenance I,Enlightened debugging.,Xiangyu Li; Shaowei Zhu; Marcelo d'Amorim; Alessandro Orso,82-92,11,https://doi.org/10.1145/3180155.3180242,
ICSE,2018,conf/icse/icse2018,Software evolution and maintenance I,Experiences and challenges in building a data intensive system for data migration.,Marco Scavuzzo; Elisabetta Di Nitto; Danilo Ardagna,93,1,https://doi.org/10.1145/3180155.3182534,
ICSE,2018,conf/icse/icse2018,Human and social aspects of computing I,Sentiment analysis for software engineering: how far can we go?,Bin Lin; Fiorella Zampetti; Gabriele Bavota; Massimiliano Di Penta; Michele Lanza; Rocco Oliveto,94-104,11,https://doi.org/10.1145/3180155.3180195,
ICSE,2018,conf/icse/icse2018,Human and social aspects of computing I,Identifying features in forks.,Shurui Zhou; Stefan Stanciulescu; Olaf Leßenich; Yingfei Xiong; Andrzej Wasowski; Christian Kästner,105-116,12,https://doi.org/10.1145/3180155.3180205,
ICSE,2018,conf/icse/icse2018,Human and social aspects of computing I,Roles and impacts of hands-on software architects in five industrial case studies.,Inayat Rehman; Mehdi Mirakhorli; Meiyappan Nagappan; Azat Aralbay Uulu; Matthew Thornton,117-127,11,https://doi.org/10.1145/3180155.3180234,
ICSE,2018,conf/icse/icse2018,Human and social aspects of computing I,Sentiment polarity detection for software development.,Fabio Calefato; Filippo Lanubile; Federico Maiorano; Nicole Novielli,128,1,https://doi.org/10.1145/3180155.3182519,
ICSE,2018,conf/icse/icse2018,Software repair II,Semantic program repair using a reference implementation.,Sergey Mechtaev; Manh-Dung Nguyen; Yannic Noller; Lars Grunske; Abhik Roychoudhury,129-139,11,https://doi.org/10.1145/3180155.3180247,
ICSE,2018,conf/icse/icse2018,Software repair II,Automated repair of mobile friendly problems in web pages.,Sonal Mahajan; Negarsadat Abolhassani; Phil McMinn; William G. J. Halfond,140-150,11,https://doi.org/10.1145/3180155.3180262,
ICSE,2018,conf/icse/icse2018,Software repair II,Static automated program repair for heap properties.,Rijnard van Tonder; Claire Le Goues,151-162,12,https://doi.org/10.1145/3180155.3180250,
ICSE,2018,conf/icse/icse2018,Software repair II,Overfitting in semantics-based automated program repair.,Xuan-Bach D. Le; Ferdian Thung; David Lo; Claire Le Goues,163,1,https://doi.org/10.1145/3180155.3182536,
ICSE,2018,conf/icse/icse2018,Apps and app stores II,Studying the dialogue between users and developers of free apps in the google play store.,Safwat Hassan; Chakkrit Tantithamthavorn; Cor-Paul Bezemer; Ahmed E. Hassan,164,1,https://doi.org/10.1145/3180155.3182523,
ICSE,2018,conf/icse/icse2018,Apps and app stores II,Automated reporting of GUI design violations for mobile apps.,Kevin Moran; Boyang Li; Carlos Bernal-Cárdenas; Dan Jelf; Denys Poshyvanyk,165-175,11,https://doi.org/10.1145/3180155.3180246,
ICSE,2018,conf/icse/icse2018,Apps and app stores II,Leveraging program analysis to reduce user-perceived latency in mobile applications.,Yixue Zhao; Marcelo Schmitt Laser; Yingjun Lyu; Nenad Medvidovic,176-186,11,https://doi.org/10.1145/3180155.3180249,
ICSE,2018,conf/icse/icse2018,Apps and app stores II,Repairing crashes in Android apps.,Shin Hwei Tan; Zhen Dong; Xiang Gao; Abhik Roychoudhury,187-198,12,https://doi.org/10.1145/3180155.3180243,
ICSE,2018,conf/icse/icse2018,Regression testing,Hybrid regression test selection.,Lingming Zhang,199-209,11,https://doi.org/10.1145/3180155.3180198,
ICSE,2018,conf/icse/icse2018,Regression testing,Fine-grained test minimization.,Arash Vahabzadeh; Andrea Stocco; Ali Mesbah,210-221,12,https://doi.org/10.1145/3180155.3180203,
ICSE,2018,conf/icse/icse2018,Regression testing,FAST approaches to scalable similarity-based test case prioritization.,Breno Miranda; Emilio Cruciani; Roberto Verdecchia; Antonia Bertolino,222-232,11,https://doi.org/10.1145/3180155.3180210,
ICSE,2018,conf/icse/icse2018,Regression testing,Towards refactoring-aware regression test selection.,Kaiyuan Wang; Chenguang Zhu; Ahmet Çelik; Jongwook Kim; Don S. Batory; Milos Gligoric,233-244,12,https://doi.org/10.1145/3180155.3180254,
ICSE,2018,conf/icse/icse2018,Open-source systems,Inheritance usage patterns in open-source systems.,Jamie Stevenson; Murray I. Wood,245-255,11,https://doi.org/10.1145/3180155.3180168,
ICSE,2018,conf/icse/icse2018,Open-source systems,Almost there: a study on quasi-contributors in open source software projects.,Igor Steinmacher; Gustavo Pinto; Igor Scaliante Wiese; Marco Aurélio Gerosa,256-266,11,https://doi.org/10.1145/3180155.3180208,
ICSE,2018,conf/icse/icse2018,Open-source systems,Analyzing a decade of Linux system calls.,Mojtaba Bagherzadeh; Nafiseh Kahani; Cor-Paul Bezemer; Ahmed E. Hassan; Juergen Dingel; James R. Cordy,267,1,https://doi.org/10.1145/3180155.3182518,
ICSE,2018,conf/icse/icse2018,Open-source systems,To distribute or not to distribute?: why licensing bugs matter.,Christopher Vendome; Daniel M. Germán; Massimiliano Di Penta; Gabriele Bavota; Mario Linares Vásquez; Denys Poshyvanyk,268-279,12,https://doi.org/10.1145/3180155.3180221,
ICSE,2018,conf/icse/icse2018,Test generation,Augusto: exploiting popular functionalities for the generation of semantic GUI tests with Oracles.,Leonardo Mariani; Mauro Pezzè; Daniele Zuddas,280-290,11,https://doi.org/10.1145/3180155.3180162,
ICSE,2018,conf/icse/icse2018,Test generation,Towards optimal concolic testing.,Xinyu Wang; Jun Sun; Zhenbang Chen; Peixin Zhang; Jingyi Wang; Yun Lin,291-302,12,https://doi.org/10.1145/3180155.3180177,
ICSE,2018,conf/icse/icse2018,Test generation,DeepTest: automated testing of deep-neural-network-driven autonomous cars.,Yuchi Tian; Kexin Pei; Suman Jana; Baishakhi Ray,303-314,12,https://doi.org/10.1145/3180155.3180220,
ICSE,2018,conf/icse/icse2018,Test generation,Precise concolic unit testing of C programs using extended units and symbolic alarm filtering.,Yunho Kim; Yunja Choi; Moonzoo Kim,315-326,12,https://doi.org/10.1145/3180155.3180253,
ICSE,2018,conf/icse/icse2018,Program reduction techniques,Spatio-temporal context reduction: a pointer-analysis-based static approach for detecting use-after-free vulnerabilities.,Hua Yan; Yulei Sui; Shiping Chen; Jingling Xue,327-337,11,https://doi.org/10.1145/3180155.3180178,
ICSE,2018,conf/icse/icse2018,Program reduction techniques,Program splicing.,Yanxin Lu; Swarat Chaudhuri; Chris Jermaine; David Melski,338-349,12,https://doi.org/10.1145/3180155.3180190,
ICSE,2018,conf/icse/icse2018,Program reduction techniques,Chopped symbolic execution.,David Trabish; Andrea Mattavelli; Noam Rinetzky; Cristian Cadar,350-360,11,https://doi.org/10.1145/3180155.3180251,
